"Begintijd - msec","Eindtijd - msec","s1","Bestand","Bestandspad"
110939,115643,"voor de rest ik denk ik denk dat z dat dat zowat zowat alles is zo","leuven8a_run1.eaf"
116680,118606,"hm even aan 't denken","leuven8a_run1.eaf"
120782,121986,"moet dat anderhalve minuut","leuven8a_run1.eaf"
123008,125023,"ja 'k denk ik denk dat ik het meeste heb gezegd","leuven8a_run1.eaf"

71,8434,"dus euhm het is een euhm een tekening van een park waar dat er euhm allemaal heel veel mensen en dieren aan 't spelen zijn en zo","leuven8a_run2.eaf"
9381,16790,"en aan de le aan de linkerkant heb je een euhm allee heb je een weg een weggetje en aan de rechterkant heb je dan een euhm een meer","leuven8a_run2.eaf"
17635,29480,"waar dat en dan aan de in dat meer zijn er allee zijn aan helemaal aan de voorkant aan de rechterkant zijn er zijn er twee twee gan euhm twee ganzen","leuven8a_run2.eaf"
30093,36285,"die dat euhm die dat worden gevoed door door door euhm twee mensen die daar ook a op de weg zitten","leuven8a_run2.eaf"
37071,44994,"en dan links van die de mensen dat die euhm ganzen aan 't voederen zijn zijn er dan twee kindjes die dat met twee honden aan 't spelen zijn en","leuven8a_run2.eaf"
46013,55292,"en daar nog links van zijn is er is er ook nog zijn er ook nog twee eenden die dat met hun euhm fam met hun euhm kleine eendjes aan 't wandelen zijn","leuven8a_run2.eaf"
56176,68132,"dan en dus ook in dat meer is zijn er euhm zijn er twee mensen die dat zo met met zo 'n euhm trap-bootje zo met zo 'n euhm dat ge zo zo 'n bootje","leuven8a_run2.eaf"
68497,71309,"zo 'n bootje zijn zijn er twee mensen in dat meer","leuven8a_run2.eaf"
72169,75558,"en dan achter dat meer is er nog zat er één koe","leuven8a_run2.eaf"
76955,80895,"een een koe zo waar dat ge zo een dier waar dat ge zo melk van krijgt","leuven8a_run2.eaf"
82303,84088,"en nog in dat","leuven8a_run2.eaf"
85081,86364,"achter dat meer ja","leuven8a_run2.eaf"
86795,92259,"en dan nog nog in dat m in dat meer zijn er dan ook nog twee boten waar dat niemand in zit","leuven8a_run2.eaf"
93224,93655,"ja","leuven8a_run2.eaf"
94209,103867,"en dan zo van euhm links ach links achter het meer is er is er ook nog een ee een eetverkoopstandje of zo waar dat er ook nog zo twee mensen iets gaan kopen","leuven8a_run2.eaf"
104475,108010,"en dan in de verte zie je dan zo een stad een stad gewoon","leuven8a_run2.eaf"
116156,116718,"ja","leuven8a_run2.eaf"
117005,121132,"en ja en dan de twee mensen in dat bootje in het bootje","leuven8a_run2.eaf"
121574,127309,"en nog wat mensen die dat zo twee mensen die aan eten aan 't kopen zijn zo in een euhm (    )","leuven8a_run2.eaf"
127889,137232,"en dan nog zo twee twee ga twee ganzen die dat die gevoed worden twee honden waarmee die kindjes spelen en dan nog twee eenden die dat met hun (familie rondlopen)","leuven8a_run2.eaf"
137232,138784,"en dan en dan de koe nog","leuven8a_run2.eaf"

865,2230,"het is een turnzaal","leuven9a_run1.eaf"
3643,7386,"dichtbij vooraan aan de zaal liggen twee kindjes op matten","leuven9a_run1.eaf"
8569,9830,"één kindje is aan het pompen","leuven9a_run1.eaf"
11280,15313,"en @ het @ het ander kindje staat gew ligt gewoon","leuven9a_run1.eaf"
16704,17382,"euhm","leuven9a_run1.eaf"
17682,19552,"iets verder weg staan twee hekken","leuven9a_run1.eaf"
20486,22530,"en daar kruipen twee kindjes onder door","leuven9a_run1.eaf"
24013,28426,"nog verder weg @ is een zwembad","leuven9a_run1.eaf"
29017,29952,"in de turnzaal","leuven9a_run1.eaf"
30486,32191,"en daarin is een kindje aan het zwemmen","leuven9a_run1.eaf"
32939,33300,"oke","leuven9a_run1.eaf"
33860,34600,"euhm","leuven9a_run1.eaf"
35160,37961,"nog verder weg aan het plafond hangen twee touwen","leuven9a_run1.eaf"
38726,41356,"en het hetzelfde kindje klimt omhoog","leuven9a_run1.eaf"
41682,46260,"(dus) da 's een kopie naast elkaar twee keer een touw met hetzelfde kindje","leuven9a_run1.eaf"
46952,47495,"oke","leuven9a_run1.eaf"
47756,50843,"en helemaal aan de achterste muur zijn die rekken","leuven9a_run1.eaf"
51091,56421,"euhm zo van die turnzaalrekken waar twee drie kindjes omhoog aan 't klimmen zijn","leuven9a_run1.eaf"
57770,60369,"en daar staat ook een kindje met een hoelahoep","leuven9a_run1.eaf"
62486,68356,"euhm en @ (ok) @","leuven9a_run1.eaf"
68626,81086,"euhm het het meisje vooraan het dichtst bij euhm bij u dat aan 't pompen is op de mat komt ook nog ergens terug in het beeld dus verder weg ligt datzelfde meisje op dezelfde mat","leuven9a_run1.eaf"
81800,85052,"dat is min of meer wat ik mij kan herinneren @","leuven9a_run1.eaf"

3179,4787,"oke het is in het park","leuven9a_run2.eaf"
6259,11302,"het dichtst bij u zijn twee eenden aan de linkerkant links twee eenden","leuven9a_run2.eaf"
12169,13023,"twee honden","leuven9a_run2.eaf"
14226,16948,"en er is een meertje een vijver","leuven9a_run2.eaf"
19037,19457,"ja","leuven9a_run2.eaf"
19768,21452,"in het vijver zijn twee zwanen","leuven9a_run2.eaf"
23000,27995,"en een moeder en haar zoon zijn de zwanen eten aan het geven aan 't voederen","leuven9a_run2.eaf"
28943,32042,"en achter de twee honden lopen twee kinderen","leuven9a_run2.eaf"
32783,33226,"oke","leuven9a_run2.eaf"
33490,36901,"twee eenden twee honden twee zwanen @","leuven9a_run2.eaf"
37094,39174,"euhm even denken","leuven9a_run2.eaf"
39627,43632,"naast de twee eenden zijn ook twee kuikentjes twee kleine eendjes","leuven9a_run2.eaf"
44278,44641,"oke","leuven9a_run2.eaf"
45330,50995,"euhm en de twee honden en de twee kinderen lopen op een pad een pad langs euhm de vijver","leuven9a_run2.eaf"
51589,56193,"en verderop ligt een een hutje waar ze iets verkopen denk ik","leuven9a_run2.eaf"
56797,59889,"euhm en er vliegen twee vogeltjes in de lucht","leuven9a_run2.eaf"
60457,61516,"twee kleine vogeltjes","leuven9a_run2.eaf"
61617,63320,"en er staat ook een koe aan de andere","leuven9a_run2.eaf"

1624,3104,"ah nu moet ik gewoon beschrijven","leuven11a_run1.eaf"
3331,14149,"euhm er is een meisje met euhm een met denk ik rode en blauwe kledingstukken aan en die heeft een hoepel vast in een roosachtige kleur","leuven11a_run1.eaf"
14386,17850,"euhm vanachter het is dus een een soort van sport euhm omgeving","leuven11a_run1.eaf"
18428,20165,"vanachter zijn er allemaal rekken","leuven11a_run1.eaf"
20704,24966,"euhm waar er twee kinderen aan hangen","leuven11a_run1.eaf"
25799,29607,"euhm er is ook een trampoline redelijk vanachter in het beeld","leuven11a_run1.eaf"
30052,36171,"euhm waar euhm ja iemand op aan 't springen is een meisje op aan 't springen is","leuven11a_run1.eaf"
36422,45955,"euhm meer van op op de voorgrond van het beeld zijn er euhm zijn er twee kinderen die onder een soort van constructie","leuven11a_run1.eaf"
46060,47447,"mag ik uitbeelden nee","leuven11a_run1.eaf"
49154,51928,"euhm onder een soort van constructie kruipen","leuven11a_run1.eaf"
51928,57314,"en dus één kruipt onder een vrij hoge constructie en het volgende kind onder een lagere","leuven11a_run1.eaf"
57679,64928,"euhm helemaal vanboven in 't beeld zie je ook zo geel en oranje euhm golven","leuven11a_run1.eaf"
65636,67701,"euhm wat onduidelijk is wat dat is","leuven11a_run1.eaf"
68497,71475,"euhm wat ga 'k nog zeggen euhm","leuven11a_run1.eaf"
72933,76613,"er is ook iemand op een mat @","leuven11a_run1.eaf"
76922,79232,"euhm ja 'k weet niet of dat specifieker moet","leuven11a_run1.eaf"
80060,81676,"moet ik nog dingen zeggen","leuven11a_run1.eaf"
82049,83232,"zo veel als ik kan","leuven11a_run1.eaf"
84060,85613,"euhm goh","leuven11a_run1.eaf"
87563,88759,"euhm","leuven11a_run1.eaf"
90508,91773,"(                )","leuven11a_run1.eaf"
94531,96441,"ja dat is het wel een beetj@e","leuven11a_run1.eaf"
104928,106403,"euhm 't is allemaal binnen","leuven11a_run1.eaf"
113596,114955,"dat weet ik niet meer","leuven11a_run1.eaf"
118508,131933,"ah ja er was ook nog een soort van oh nu weet ik niet meer wat dat precies was maar een soort van constructie met gele euhm dingen die oh die bij elkaar houden maar ik weet @ niet meer wat dat @ wat het precies was","leuven11a_run1.eaf"
132558,134895,"ah was dat ook een trampoline nee ik denk het niet","leuven11a_run1.eaf"
136944,140066,"ah en de trampoline is eerder rechts in beeld","leuven11a_run1.eaf"
140939,146176,"en dan zat er aan de andere kant nog iets maar ik ben nu vergeten wat dat was en daar zitten gele dingen op @","leuven11a_run1.eaf"
147287,149104,"ja oke","leuven11a_run1.eaf"

4648,6818,"oke euhm dus 't is een park","leuven11a_run2.eaf"
7212,10181,"euhm en er loopt een een een bochtige weg","leuven11a_run2.eaf"
10581,12920,"en over die weg lopen twee honden","leuven11a_run2.eaf"
13450,15498,"er is ook een meer in het park","leuven11a_run2.eaf"
15707,20758,"en daarin zitten euhm zit een bootje met twee mensen erin","leuven11a_run2.eaf"
21055,24798,"euhm en er is er zijn ook vijf eenden in het water","leuven11a_run2.eaf"
26135,28865,"euhm en er zijn ook vijf eenden op 't gras","leuven11a_run2.eaf"
29185,31818,"dus da 's meer aan de linkerkant van het beeld","leuven11a_run2.eaf"
32122,33577,"meer is aan de rechterkant","leuven11a_run2.eaf"
34193,34869,"euhm","leuven11a_run2.eaf"
35316,39814,"iets verder meer in de achtergrond euhm zie je een kiosk","leuven11a_run2.eaf"
40468,43648,"waar een aantal mensen precies iets aan het kopen zijn","leuven11a_run2.eaf"
43648,50786,"en er is ook een hondje dat daar links aan linkerkant van de mensen staat","leuven11a_run2.eaf"
53592,54913,"één hond denk ik","leuven11a_run2.eaf"
55063,57553,"of nee er zijn ook twee honden die op de weg lopen","leuven11a_run2.eaf"
57588,61177,"maar er is er ook één bij de ja kiosk","leuven11a_run2.eaf"
61664,62387,"klein huisje","leuven11a_run2.eaf"
63150,64003,"euhm","leuven11a_run2.eaf"
64644,67256,"en dan in de verte zie je een stad","leuven11a_run2.eaf"
68573,71256,"euhm er zijn ook twee vogels in de lucht","leuven11a_run2.eaf"
72347,73217,"mm","leuven11a_run2.eaf"
73664,74711,"wat ga 'k nog zeggen","leuven11a_run2.eaf"
76422,77675,"euhm ja","leuven11a_run2.eaf"
77968,79169,"groen en ","leuven11a_run2.eaf"
80976,83604,"'t water is blauw @","leuven11a_run2.eaf"
83960,87051,"ah wacht er zat nog iets in dat water maar dat ben ik vergeten","leuven11a_run2.eaf"
89134,91007,"ja 'k hoop dat (        )","leuven11a_run2.eaf"
94110,97691,"de bocht gaat euhm vertrekt","leuven11a_run2.eaf"
99249,101308,"ah nee wacht (  ) hoe gaat ge dat uitleggen","leuven11a_run2.eaf"
101581,106063,"euhm ik de bocht komt verder vanuit het rechts","leuven11a_run2.eaf"
106063,111197,"dus van rechts in het beeld gaat die daar naar 't midden en dan naar onder","leuven11a_run2.eaf"
112126,112779,"ja","leuven11a_run2.eaf"

603,4872,"euhm dus 't beeld was eigenlijk een een meer waarin heel veel mensenen dieren waren","leuven12a_run1.eaf"
5000,7146,"in de rechterbovenhoek zag je een koe","leuven12a_run1.eaf"
7670,9150,"die daar niet hoorde, denk ik@","leuven12a_run1.eaf"
9410,17367,"in de linkeronderhoek euhm waren er eendjes er waren ook heel veel mensen er waren mensen de eendjes aan 't voederen waren er waren euhm de zwanen aan 't voederen waren","leuven12a_run1.eaf"
17476,18750,"er waren mensen dingen aan 't kopen","leuven12a_run1.eaf"
18750,23014,"er stond links ook een soort kiosk waarin men ijsjes en zo verkoopt","leuven12a_run1.eaf"
23434,26122,"in de verte zag je een stad euhm","leuven12a_run1.eaf"
26460,27990,"er waren ook vogels in de lucht","leuven12a_run1.eaf"
28270,29466,"euhm","leuven12a_run1.eaf"
31283,36240,"ja en ook heel veel dieren (  ) zwanen eenden denk ook eekhoorns","leuven12a_run1.eaf"
38570,39780,"zwanen in het meer","leuven12a_run1.eaf"
42033,44976,"ah euhm vanonder meer","leuven12a_run1.eaf"
45320,46816,"beetje meer rechts denk ik ","leuven12a_run1.eaf"
47457,48787,"euhm","leuven12a_run1.eaf"

1075,2427,"dus nu mag ik beginnen ja","leuven12a_run2.eaf"
2592,5391,"dus ik heb twaalf kindjes gezien en dat was in een turnzaal","leuven12a_run2.eaf"
5890,11814,"euhm er stonden verschillende toestellen zoals een klimrek een trampoline een zwembad","leuven12a_run2.eaf"
12294,14798,"euhm een paar turnmatten","leuven12a_run2.eaf"
16196,17879,"de kindjes waren allemaal aan 't sporten","leuven12a_run2.eaf"
17879,20673,"'t waren er twee op 't klimrek één iemand aan 't zwemmen","leuven12a_run2.eaf"
21125,23180,"euhm één iemand aan 't trampolinespringen","leuven12a_run2.eaf"
23653,24698,"euhm","leuven12a_run2.eaf"
25407,30758,"euhm twee kindjes waren onder een soort balk aan het kruipen eronder","leuven12a_run2.eaf"
31276,32713,"euhm","leuven12a_run2.eaf"
33793,35864,"ja 't waren dus kindjes geen volwassenen ","leuven12a_run2.eaf"
36628,37638,"mm","leuven12a_run2.eaf"
42740,43422,"mm","leuven12a_run2.eaf"
46839,47430,"@","leuven12a_run2.eaf"
50256,51060,"nee @","leuven12a_run2.eaf"
54750,55341,"euhm","leuven12a_run2.eaf"
55853,58944,"'k heb niet echt specifiek op de kleuren gelet","leuven12a_run2.eaf"
60412,62994,"'k weet juist dat die balken geel waren maar @","leuven12a_run2.eaf"
64030,64608,"nee","leuven12a_run2.eaf"

